coverage,id,name,category,standard,n_links,n_live,n_dead,n_unresolved,live_vendors,dead_vendors,projects,project_status,tabs,text_only_sources,dead_links,live_links
all_live,buildplate.silicone-ac-heater-200x200mm,Silicone AC Heater 200x200mm,Buildplate,,2,2,0,0,keenovo.store,,voron-2.4 voron-trident voron-1.8 voron-1.6.2 voron-2.2,current legacy,5,,,https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324020731959 | https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324020764727
all_live,buildplate.silicone-ac-heater-240x240mm,Silicone AC Heater 240x240mm,Buildplate,,2,2,0,0,keenovo.store,,voron-trident voron-1.8 voron-2.2,current legacy,3,,,https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324020928567 | https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324020961335
all_live,buildplate.silicone-ac-heater-250x250mm,Silicone AC Heater 250x250mm,Buildplate,,2,2,0,0,keenovo.store,,voron-2.4,current,1,,,https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324020928567 | https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324020961335
all_live,buildplate.silicone-ac-heater-300x300mm,Silicone AC Heater 300x300mm,Buildplate,,2,2,0,0,keenovo.store,,voron-2.4 voron-trident voron-2.2,current legacy,3,,,https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324021092407 | https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=8324021125175
all_live,buildplate.silicone-dc-24v-heater-100x100mm-60w,Silicone DC 24V Heater 100x100mm 60W,Buildplate,,1,1,0,0,keenovo.store,,voron-0.2 voron-0.1,current legacy,2,,,https://keenovo.store/collections/standard-keenovo-silicone-heaters/products/keenovo-square-silicone-heater-3d-printer-build-plate-heatbed-heating-pad?variant=33194097803404
all_live,buildplate.spring-steel-flex-buildplate-120x120mm-optional,Spring Steel Flex Buildplate 120x120mm (OPTIONAL),Buildplate,,1,1,0,0,AliExpress,,voron-0.2 voron-0 voron-0.1,current legacy,3,,,https://s.click.aliexpress.com/e/_dXbCEmC
all_live,cables.18awg-silicone-cable-10ft-total,18AWG Silicone Cable (10ft total),Cables,,2,2,0,0,AliExpress | Amazon,,voron-2.4,current,1,,,https://www.amazon.com/dp/B01LH1G2IE | https://www.aliexpress.com/item/32872395185.html
all_live,cables.20awg-silicone-cable-10ft-total,20AWG Silicone Cable (10ft total),Cables,,2,2,0,0,AliExpress | Amazon,,voron-switchwire,current,1,,,https://www.aliexpress.com/item/32872395185.html | https://www.amazon.com/dp/B01LH1G2IE
all_live,cables.24awg-silicone-cable-100ft-total,24AWG Silicone Cable (100ft total),Cables,,2,2,0,0,AliExpress | Amazon,,voron-switchwire,current,1,,,https://www.aliexpress.com/item/32872395185.html | https://www.amazon.com/dp/B01LH1G2IE
all_live,cables.2mmx100mm-zip-ties,2mmx100mm zip ties,Cables,,1,1,0,0,AliExpress,,voron-0.2 voron-0.1,current legacy,2,,,https://s.click.aliexpress.com/e/_99um6r
all_live,cables.7mm-x-7mm-cable-chain-less-than-1-2-meter-needed,7mm x 7mm cable chain (less than 1/2 meter needed),Cables,,1,1,0,0,Amazon,,voron-0.2 voron-0 voron-0.1,current legacy,3,printed belt chain,,https://amzn.to/2VIUE08
all_live,cables.dupont-connector-plug-2-position,DuPont Connector Plug 2 Position,Cables,,1,1,0,0,Digi-Key,,voron-2.2,legacy,1,,,https://www.digikey.com/product-detail/en/amphenol-icc-fci/65039-035ELF/609-5483-ND/4272534
all_live,cables.dupont-connector-plug-3-position,DuPont Connector Plug 3 Position,Cables,,1,1,0,0,Digi-Key,,voron-2.2,legacy,1,,,https://www.digikey.com/product-detail/en/amphenol-icc-fci/65039-034ELF/609-5482-ND/4272533
all_live,cables.dupont-connector-plug-4-position,DuPont Connector Plug 4 Position,Cables,,1,1,0,0,Digi-Key,,voron-2.2,legacy,1,,,https://www.digikey.com/product-detail/en/amphenol-icc-fci/65039-033ELF/609-5481-ND/4272532
all_live,cables.dupont-female-pin,Dupont Female Pin,Cables,,2,2,0,0,Amazon | Digi-Key,,voron-trident voron-1.8 voron-2.2,current legacy,3,,,https://www.digikey.com/product-detail/en/amphenol-icc-fci/47649-000LF/609-3614-1-ND/2044035 | https://www.amazon.com/dp/B01G0I0ZZK
all_live,cables.fork-spade-terminal,Fork Spade Terminal,Cables,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-2.2,current legacy,5,,,https://www.digikey.com/products/en
all_live,cables.insulated-crimp-receptical,Insulated Crimp Receptical,Cables,,2,2,0,0,Digi-Key,,voron-2.4 voron-trident voron-0.2 voron-switchwire voron-0 voron-0.1 voron-1.8 voron-2.2,current legacy,8,direct solder,,https://www.digikey.com/products/en | https://www.digikey.com/product-detail/en/te-connectivity-amp-connectors/2-520181-2/A27804TR-ND/289246
all_live,cables.jst-connectors-2pin-3pin-4pin-5pin,"JST connectors (2pin,3pin,4pin,5pin)",Cables,,1,1,0,0,Amazon,,voron-0.2 voron-0.1,current legacy,2,,,https://amzn.to/2W3RSl6
all_live,cables.jst-xh-connector-plug-2-position,JST-XH Connector Plug 2 Position,Cables,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-switchwire voron-1.8,current legacy,4,Molex for Einsy,,https://www.digikey.com/product-detail/en/amphenol-icc-fci/65039-035ELF/609-5483-ND/4272534
all_live,cables.jst-xh-connector-plug-3-position,JST-XH Connector Plug 3 Position,Cables,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-switchwire voron-1.8,current legacy,4,Molex for Einsy,,https://www.digikey.com/product-detail/en/amphenol-icc-fci/65039-034ELF/609-5482-ND/4272533
all_live,cables.jst-xh-connector-plug-4-position,JST-XH Connector Plug 4 Position,Cables,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-switchwire voron-1.8,current legacy,4,Molex for Einsy,,https://www.digikey.com/product-detail/en/amphenol-icc-fci/65039-033ELF/609-5481-ND/4272532
all_live,cables.microfit-connector-plug-2-position-43640-0201,MicroFit Connector Plug 2 Position (43640-0201),Cables,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-2.2,current legacy,5,,,https://www.digikey.com/products/en
all_live,cables.microfit-connector-plug-3-position-43640-0301,MicroFit Connector Plug 3 Position (43640-0301),Cables,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-switchwire stealthburner voron-1.8 voron-2.2,current legacy,6,,,https://www.digikey.com/products/en
all_live,cables.microfit-connector-plug-4-position-43640-0401,MicroFit Connector Plug 4 Position (43640-0401),Cables,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-2.2,current legacy,5,,,https://www.digikey.com/products/en
all_live,cables.microfit-connector-receptacle-2-position-43645-0200,MicroFit Connector Receptacle 2 Position (43645-0200),Cables,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-2.2,current legacy,5,,,https://www.digikey.com/products/en
all_live,cables.microfit-connector-receptacle-3-position-43645-0300,MicroFit Connector Receptacle 3 Position (43645-0300),Cables,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-switchwire stealthburner voron-1.8 voron-2.2,current legacy,6,,,https://www.digikey.com/products/en
all_live,cables.microfit-connector-receptacle-4-position-43645-0400,MicroFit Connector Receptacle 4 Position (43645-0400),Cables,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-2.2,current legacy,5,,,https://www.digikey.com/products/en
all_live,cables.microfit-connector-receptacle-8-position-43020-0801,MicroFit Connector Receptacle 8 Position (43020-0801),Cables,,1,1,0,0,arrow.com,,optional-parts,current,1,,,https://www.arrow.com/en/products/43020-0801/molex
all_live,cables.microfit3-dual-row-10circuits-male-female-plug,Microfit3 Dual Row (10circuits) Male & Female Plug,Cables,,1,1,0,0,arrow.com,,voron-0,legacy,1,direct solder,,https://www.arrow.com/en/products/76650-0159/molex
all_live,cables.microfit3-female-pin-43030-0007,MicroFit3 Female Pin (43030-0007),Cables,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-switchwire stealthburner voron-1.8 voron-2.2,current legacy,6,,,https://www.digikey.com/products/en
all_live,cables.microfit3-male-female-plugs,Microfit3 Male & Female Plugs,Cables,,2,2,0,0,Digi-Key | arrow.com,,voron-0.2 voron-0.1,current legacy,2,,,https://www.digikey.com/en/products/detail/molex/0766500159/2116044 | https://www.arrow.com/en/products/76650-0159/molex
all_live,cables.microfit3-male-pin-43031-0007,MicroFit3 Male Pin (43031-0007),Cables,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-switchwire stealthburner voron-1.8 voron-2.2,current legacy,6,,,https://www.digikey.com/products/en
all_live,cables.mlx-female-pin-02-08-1002,MLX Female Pin (02-08-1002),Cables,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-1.8 voron-2.2,current legacy,4,,,https://www.digikey.com/products/en
all_live,cables.mlx-male-pin-02-08-2004,MLX Male Pin (02-08-2004),Cables,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-1.8 voron-2.2,current legacy,4,,,https://www.digikey.com/products/en
all_live,cables.mlx-power-plug-3-position-50-84-1030,MLX Power Plug 3 Position (50-84-1030),Cables,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-1.8 voron-2.2,current legacy,4,,,https://www.digikey.com/products/en
all_live,cables.mlx-power-receptacle-3-position-50-84-2030,MLX Power Receptacle 3 Position (50-84-2030),Cables,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-1.8 voron-2.2,current legacy,4,,,https://www.digikey.com/products/en
all_live,cables.wire-18gauge-10ft-individual-strand-length-total-example-25ft-of-4p-wire-100ft,Wire 18gauge 10ft (individual strand length total [example: 25ft of 4p wire=100ft]),Cables,,1,1,0,0,AliExpress,,voron-0.2 voron-0.1,current legacy,2,,,https://s.click.aliexpress.com/e/_ANOyiL
all_live,controller.3-pin-kk-connector-housing,3 Pin KK Connector Housing,Controller,,1,1,0,0,Digi-Key,,optional-parts,current,1,,,https://www.digikey.com/products/en
all_live,controller.4-pin-kk-connector-housing,4 Pin KK Connector Housing,Controller,,1,1,0,0,Digi-Key,,optional-parts,current,1,,,https://www.digikey.com/products/en
all_live,controller.5-pin-kk-connector-housing,5 Pin KK Connector Housing,Controller,,1,1,0,0,Digi-Key,,optional-parts,current,1,,,https://www.digikey.com/products/en
all_live,controller.6-stepper-controller-or-multiple-to-equal-6-steppers,6 Stepper Controller (or multiple to equal 6+ steppers),Controller,,2,2,0,0,AliExpress,,voron-trident,current,1,,,https://www.aliexpress.com/item/1005002324070189.html | https://www.aliexpress.com/item/1005002611654405.html
all_live,controller.bigtree-skr-1-4,Bigtree SKR 1.4,Controller,,1,1,0,0,AliExpress,,optional-parts,current,1,,,https://www.aliexpress.com/item/4000470048293.html
all_live,controller.fysetc-mini12864-display-type-b,FYSETC mini12864 Display (Type B),Controller,,1,1,0,0,AliExpress,,voron-trident voron-1.8,current legacy,2,,,https://www.aliexpress.com/item/32980210325.html
all_live,controller.jst-crimp-pin-22-28awg,JST Crimp Pin (22-28AWG),Controller,,1,1,0,0,Digi-Key,,optional-parts,current,1,,,https://www.digikey.com/product-detail/en/jst-sales-america-inc/SXH-001T-P0.6/455-1135-1-ND/527370
all_live,controller.jst-xhp-3-housing,JST XHP-3 Housing,Controller,,1,1,0,0,Digi-Key,,optional-parts,current,1,,,https://www.digikey.com/product-detail/en/jst-sales-america-inc/XHP-3/455-2219-ND/1651017
all_live,controller.jst-xhp-4-housing,JST XHP-4 Housing,Controller,,1,1,0,0,Digi-Key,,optional-parts,current,1,,,https://www.digikey.com/product-detail/en/jst-sales-america-inc/XHP-4/455-2267-ND/683353
all_live,controller.kk-crimp-pin,KK Crimp Pin,Controller,,1,1,0,0,Digi-Key,,optional-parts,current,1,,,https://www.digikey.com/product-detail/en/molex/0008500113/WM1114CT-ND/467980
all_live,controller.microsd-card,MicroSD Card,Controller,,3,3,0,0,Amazon,,voron-2.4 voron-trident voron-0.2 voron-switchwire voron-0 voron-0.1 voron-1.8 voron-1.6.2 voron-2.2,current legacy,9,,,https://www.amazon.com/dp/B073JYVKNX | https://www.amazon.com/dp/B0749KG1JK | https://amzn.to/2PDYXWX
all_live,controller.mini-12864-display-type-b,Mini 12864 Display (Type B),Controller,,2,2,0,0,AliExpress,,voron-2.4 voron-switchwire,current,2,X (2004 Reprap Display),,https://www.aliexpress.com/item/32980210325.html | https://s.click.aliexpress.com/e/_d7ByDeP
all_live,controller.raspberrypi3-b,RaspberryPi3 B+,Controller,,1,1,0,0,arrow.com,,voron-1.6.2 voron-2.2,legacy,2,,,https://www.arrow.com/en/products/raspberrypi3b/raspberry-pi-foundation
all_live,controller.usb-c-power-cable,USB C Power Cable,Controller,,1,1,0,0,Amazon,,voron-2.4 voron-switchwire,current,2,,,https://www.amazon.com/dp/B01GGKYKQM
all_live,electronics.24v-heater-cartridge-slim-wires,24V Heater Cartridge (slim wires),Electronics,,1,1,0,0,Amazon,,voron-0.2 voron-0 voron-0.1,current legacy,3,,,https://amzn.to/2VJlFAu
all_live,electronics.3007-axial-fan-5v-min-3-5cfm,3007 axial fan 5V (min 3.5CFM),Electronics,,2,2,0,0,Digi-Key,,voron-0.1,legacy,1,,,https://www.digikey.com/en/products/detail/sunon-fans/4127-MF30060V1-1000U-A99/9838567 | https://www.digikey.com/en/products/detail/delta-electronics/ASB0305HP-00CP4/7403227
all_live,electronics.3010-axial-fan-24v,3010 axial fan 24v,Electronics,,3,3,0,0,AliExpress | Digi-Key,,voron-0.2 voron-0,current legacy,2,,,https://s.click.aliexpress.com/e/_DkCBTgT | https://s.click.aliexpress.com/e/_d7Kb0ms | https://www.digikey.com/en/products/detail/mechatronics-fan-group/MR3010H05B1-RSR/7605851
all_live,electronics.40w-heater-cartridge,40w Heater Cartridge,Electronics,,1,1,0,0,AliExpress,,optional-parts,current,1,,,https://www.aliexpress.com/item/32815934251.html
all_live,electronics.40x40x10-centrifugal-blower-fan-12v,40x40x10 Centrifugal Blower Fan (12V),Electronics,,2,2,0,0,AliExpress | Digi-Key,,voron-1.6.2 voron-2.2,legacy,2,,,https://www.digikey.com/product-detail/en/delta-electronics/BFB0412HHA-A117/603-1840-ND/5022816 | https://www.aliexpress.com/item/32798634077.html
all_live,electronics.40x40x20-axial-fan-12v,40x40x20 Axial Fan (12V),Electronics,,3,3,0,0,Digi-Key,,voron-1.6.2 voron-2.2,legacy,2,,,https://www.digikey.com/product-detail/en/delta-electronics/EFB0412HD/603-1009-ND/1014340 | https://www.digikey.com/product-detail/en/delta-electronics/EFB0412HD-F00/603-1396-ND/2560520 | https://www.digikey.com/products/en
all_live,electronics.40x40x20-centrifugal-blower-fan-ball-bearing-24v,40x40x20 Centrifugal Blower Fan - Ball Bearing (24V),Electronics,,5,5,0,0,AliExpress | Amazon,,voron-2.4 voron-switchwire afterburner voron-1.8,current legacy,4,Need 5v if using Einsy,,https://www.aliexpress.com/item/1005001464730686.html | https://www.aliexpress.com/item/32867138904.html | https://www.amazon.com/dp/B07L2YH79Y | https://www.amazon.com/dp/B07L2XZKS7 | https://s.click.aliexpress.com/e/_dZ3Fq0i
all_live,electronics.50w-heater-cartridge,50w Heater Cartridge,Electronics,,2,2,0,0,AliExpress | sliceengineering.com,,optional-parts,current,1,,,https://www.sliceengineering.com/shop/50w-heater-cartridge | https://www.aliexpress.com/item/32960167491.html
all_live,electronics.bat85-diode,BAT85 Diode,Electronics,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-1.6.2 voron-2.2,current legacy,6,not needed,,https://www.digikey.com/product-detail/en/BAT85S-TR/BAT85SCT-ND/3104371
all_live,electronics.c13-power-cord,C13 Power Cord,Electronics,,1,1,0,0,Amazon,,voron-trident voron-0.2 voron-0.1 voron-1.8 voron-1.6.2 voron-2.2,current legacy,6,use a spare from around the house,,https://www.amazon.com/dp/B072LNKHBB
all_live,electronics.c13-power-cord-with-inline-switch,C13 Power Cord with Inline Switch,Electronics,,2,2,0,0,AliExpress,,voron-0,legacy,1,,,https://s.click.aliexpress.com/e/_dTDjOmA | https://www.aliexpress.com/item/4000353269786.html
all_live,electronics.camera-for-octoprint,Camera (for Octoprint),Electronics,,2,2,0,0,Amazon,,optional-parts,current,1,,,https://www.amazon.com/dp/B00CRJWW2G | https://www.amazon.com/dp/B004FHO5Y6
all_live,electronics.crydom-ed24d3-ssr,Crydom ED24D3 SSR,Electronics,,2,2,0,0,Digi-Key | Mouser,,voron-0,legacy,1,,,https://www.digikey.com/product-detail/en/sensata-crydom/ED24D3/CC1825-ND/2665173 | https://www.mouser.com/ProductDetail/Crydom/ED24D3?qs=C7H2C2ytqFX%2Fs1r7lyp2Iw%3D%3D
all_live,electronics.din-rail,DIN Rail,Electronics,,1,1,0,0,Digi-Key,,voron-2.4,current,1,,,https://www.digikey.com/en/products/detail/idec/BAA1000/8344276
all_live,electronics.dragon-fly-bmo-hotend,Dragon Fly BMO Hotend,Electronics,,1,1,0,0,AliExpress,,voron-0.2 voron-0.1,current legacy,2,,,https://s.click.aliexpress.com/e/_9ht8Ir
all_live,electronics.e3d-revo-voron,E3D Revo VORON,Electronics,,1,1,0,0,E3D,,voron-0.2,current,1,,,https://e3d-online.com/products/revo-voron
all_live,electronics.e3d-v6-bowden-hotend-kit-24v,E3D V6 Bowden Hotend Kit (24V),Electronics,,3,3,0,0,AliExpress | Filastruder | Printed Solid,,voron-trident voron-1.8,current legacy,2,,,https://www.aliexpress.com/item/32844028127.html | https://www.filastruder.com/products/all-metal-e3d-v6-hotend | https://www.printedsolid.com/products/e3d-hot-end-kit-v6?variant=22124184600661
all_live,electronics.fuse-2-5a-250v-holder-cartridge-5-x-20mm-glass,Fuse 2.5A 250V Holder Cartridge 5 X 20mm Glass,Electronics,,1,1,0,0,Digi-Key,,voron-0.2 voron-0.1,current legacy,2,,,https://www.digikey.com/en/products/detail/littelfuse-inc/061702-5MXP/5233765
all_live,electronics.fuse-medium-time-delay-acting-4a-250v-holder-cartridge-5-x-20mm-glass,Fuse Medium Time Delay Acting 4A 250V Holder Cartridge 5 X 20mm Glass,Electronics,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-switchwire,current,3,,,https://www.digikey.com/en/products/detail/littelfuse-inc/0232004-MXP/778023
all_live,electronics.fuse-medium-time-delay-acting-8a-250v-holder-cartridge-5-x-20mm-glass,Fuse Medium Time Delay Acting 8A 250V Holder Cartridge 5 X 20mm Glass,Electronics,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-1.6.2 voron-2.2,current legacy,6,,,https://www.digikey.com/products/en
all_live,electronics.iec320-c14-inlet-push-fit-w-rocker-switch-fuse,IEC320 C14 Inlet - Push-fit - w/ Rocker Switch & Fuse,Electronics,,1,1,0,0,Digi-Key,,voron-2.4 voron-0.2 voron-switchwire voron-0.1,current legacy,4,,,https://www.digikey.com/en/products/detail/adam-tech/IEC-GS-1-100/9831135
all_live,electronics.inductive-probe,Inductive Probe,Electronics,,3,3,0,0,AliExpress | Digi-Key,,voron-2.4,current,1,,,https://www.aliexpress.com/item/2251832663198775.html | https://www.digikey.com/en/products/detail/panasonic-industrial-automation-sales/GX-HL15B/3896951 | https://www.digikey.com/en/products/detail/omron-automation-and-safety/tl-q5mc2/2669828
all_live,electronics.led-light-bar-12v-24v,LED Light Bar (12v/24v),Electronics,,1,1,0,0,Amazon,,optional-parts,current,1,,,https://www.amazon.com/dp/B00LAAZ2UW
all_live,electronics.mean-well-lrs-200-12-psu,Mean Well LRS-200-12 PSU,Electronics,,1,1,0,0,Digi-Key,,voron-1.6.2 voron-2.2,legacy,2,,,https://www.digikey.com/products/en
all_live,electronics.mean-well-lrs-200-24-psu,Mean Well LRS-200-24 PSU,Electronics,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-1.8,current legacy,3,,,https://www.digikey.com/products/en
all_live,electronics.meanwell-rs-25-5-psu,Meanwell RS-25-5 PSU,Electronics,,1,1,0,0,Digi-Key,,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-1.6.2 voron-2.2,current legacy,6,,,https://www.digikey.com/product-detail/en/mean-well-usa-inc/RS-25-5/1866-4145-ND/7706180
all_live,electronics.nema14-36mm-round-pancake-motor-with-10-tooth-gear-20mm,NEMA14 36mm Round Pancake Motor with 10 tooth gear 20mm,Electronics,,3,3,0,0,AliExpress | StepperOnline,,stealthburner,current,1,,,https://www.omc-stepperonline.com/round-nema-14-bipolar-0-9deg-9-ncm-12-75-oz-in-1-0a-%CF%8636x17-5mm-4-wires-14hr07-1004vrn | https://s.click.aliexpress.com/e/_DBnmZ1l | https://s.click.aliexpress.com/e/_A2WTM8
all_live,electronics.nema14-36mm-round-pancake-stepper-motor-with-10-tooth-spur-gear-ldo-36sth20-1004ahg,NEMA14 36mm round pancake Stepper Motor with 10 tooth spur gear (LDO 36STH20-1004AHG),Electronics,,2,2,0,0,AliExpress,,voron-0.2 voron-0.1,current legacy,2,,,https://s.click.aliexpress.com/e/_DBnmZ1l | https://s.click.aliexpress.com/e/_A2WTM8
all_live,electronics.nema14-36mm-round-pancake-stepper-motor-with-10-tooth-spur-gear-omc-14hr07-1004vrn,NEMA14 36mm round pancake Stepper Motor with 10 tooth spur gear (OMC 14HR07-1004VRN),Electronics,,1,1,0,0,StepperOnline,,voron-0.2 voron-0.1,current legacy,2,,,https://www.omc-stepperonline.com/round-nema-14-bipolar-0-9deg-9-ncm-12-75-oz-in-1-0a-%CF%8636x17-5mm-4-wires-14hr07-1004vrn
all_live,electronics.nema14-stepper-motor-14hs10-0404s,NEMA14 Stepper Motor (14HS10-0404S),Electronics,,1,1,0,0,StepperOnline,,voron-0,legacy,1,,,https://www.omc-stepperonline.com/nema-14-bipolar-1-8deg-14ncm-20oz-in-0-4a-12v-35x35x26mm-4-wires.html
all_live,electronics.nema14-stepper-motor-14hs17-0504s,NEMA14 Stepper Motor (14HS17-0504S),Electronics,,2,2,0,0,AliExpress | StepperOnline,,voron-0,legacy,1,,,https://www.omc-stepperonline.com/nema-14-stepper-motor-kit-for-voron-v0.html | https://s.click.aliexpress.com/e/_dTb2YwC
all_live,electronics.nema14-stepper-motor-40ncm,NEMA14 Stepper Motor 40Ncm,Electronics,,3,3,0,0,AliExpress | StepperOnline,,voron-0.2 voron-0.1,current legacy,2,,,https://www.omc-stepperonline.com/nema-14-bipolar-1-8deg-40ncm-56-7oz-in-1-5a-4-2v-35x35x52mm-4-wires-14hs20-1504s | https://s.click.aliexpress.com/e/_AdKnDl | https://www.omc-stepperonline.com/voron-v0-1-bom-of-stepper-motors-14hs20-1504s-14hr07-1004vrn-17ls13-0404e-200g-voronv01
